id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
YPL270W	gene	?	YPL270W	MDL2	MDL2,ATP-binding cassette permease MDL2	chromosome 16		16	30481	32802	W				Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis
YPL269W	gene	?	YPL269W	KAR9	KAR9	chromosome 16		16	33012	34946	W				Karyogamy protein; required for correct positioning of the mitotic spindle and for orienting cytoplasmic microtubules; localizes at the shmoo tip in mating cells and at the tip of the growing bud in small-budded cells through anaphase
YPL268W	gene	?	YPL268W	PLC1	PLC1,phosphatidylinositol phospholipase C	chromosome 16		16	35235	37844	W				Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation
YPL267W	gene	?	YPL267W	ACM1	ACM1	chromosome 16		16	38168	38797	W				Pseudosubstrate inhibitor of the APC/C; suppresses APC/C [Cdh1]-mediated proteolysis of mitotic cyclins; associates with Cdh1p, Bmh1p and Bmh2p; cell cycle regulated protein; the anaphase-promoting complex/cyclosome is also known as APC/C
YPL266W	gene	?	YPL266W	DIM1	DIM1,CDH1	chromosome 16		16	39120	40076	W				Essential 18S rRNA dimethylase (dimethyladenosine transferase); responsible for conserved m6(2)Am6(2)A dimethylation in 3'-terminal loop of 18S rRNA, part of 90S and 40S pre-particles in nucleolus, involved in pre-ribosomal RNA processing
YPL265W	gene	?	YPL265W	DIP5	DIP5	chromosome 16		16	41042	42868	W				Dicarboxylic amino acid permease; mediates high-affinity and high-capacity transport of L-glutamate and L-aspartate; also a transporter for Gln, Asn, Ser, Ala, and Gly; relocalizes from plasma membrane to vacuole upon DNA replication stress
YPL264C	gene	?	YPL264C	YPL264C		chromosome 16		16	43282	44343	C				Putative membrane protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene
YPL263C	gene	?	YPL263C	KEL3	KEL3	chromosome 16		16	44550	46505	C				Cytoplasmic protein of unknown function
YPL262W	gene	?	YPL262W	FUM1	FUM1,fumarase FUM1	chromosome 16		16	47335	48801	W				Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence, protein conformation, and status of glyoxylate shunt; phosphorylated in mitochondria
YPL261C	gene	?	YPL261C	YPL261C		chromosome 16		16	48995	49303	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YPL260W
YPL260W	gene	?	YPL260W	YPL260W		chromosome 16		16	49302	50957	W				Putative substrate of cAMP-dependent protein kinase (PKA); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YPL260W is not an essential gene; protein abundance increases in response to DNA replication stress
YPL259C	gene	?	YPL259C	APM1	APM1,YAP54	chromosome 16		16	51243	52670	C				Mu1-like medium subunit of the AP-1 complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; the AP-1 complex is the clathrin-associated protein complex
YPL258C	gene	?	YPL258C	THI21	THI21,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	chromosome 16		16	53497	55152	C				Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p
tW(CCA)P	tRNA_gene	?	tW(CCA)P	tW(CCA)P		chromosome 16		16	56168	56273	C				Tryptophan tRNA (tRNA-Trp), predicted by tRNAscan-SE analysis
YPL257W	gene	?	YPL257W	YPL257W		chromosome 16		16	63278	63859	W				Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene
YPL256C	gene	?	YPL256C	CLN2	CLN2,cyclin CLN2	chromosome 16		16	64976	66613	C				G1 cyclin involved in regulation of the cell cycle; activates Cdc28p kinase to promote the G1 to S phase transition; late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p); CLN2 has a paralog, CLN1, that arose from the whole genome duplication
YPL255W	gene	?	YPL255W	BBP1	BBP1	chromosome 16		16	67724	68881	W				Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p
YPL254W	gene	?	YPL254W	HFI1	HFI1,ADA1,GAN1,SRM12,SUP110	chromosome 16		16	69484	70950	W				Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions
YPL253C	gene	?	YPL253C	VIK1	VIK1	chromosome 16		16	71062	73005	C				Protein that forms a kinesin-14 heterodimeric motor with Kar3p; localizes Kar3p at mitotic spindle poles; has a structure similar to a kinesin motor domain but lacks an ATP-binding site and is catalytically inactive; binds microtubules; required for sister chromatid cohesion; VIK1 has a paralog, CIK1, that arose from the whole genome duplication
YPL252C	gene	?	YPL252C	YAH1	YAH1	chromosome 16		16	73362	73880	C				Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin
YPL251W	gene	?	YPL251W	YPL251W		chromosome 16		16	73624	73926	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified, essential gene YAH1/YPL252C
YPL250C	gene	?	YPL250C	ICY2	ICY2	chromosome 16		16	74308	74718	C				Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate; ICY2 has a paralog, ICY1, that arose from the whole genome duplication
YPL249C-A	gene	?	YPL249C-A	RPL36B	RPL36B,L36B,L36e,L39,YL39,ribosomal 60S subunit protein L36B	chromosome 16		16	75698	76238	C				Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36B has a paralog, RPL36A, that arose from the whole genome duplication
YPL250W-A	gene	?	YPL250W-A	YPL250W-A		chromosome 16		16	75701	75988	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified ORF RPL36B/YPL249C-A; identified by fungal homology and RT-PCR
YPL249C	gene	?	YPL249C	GYP5	GYP5	chromosome 16		16	76668	79352	C				GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; GYP5 has a paralog, GYL1, that arose from the whole genome duplication
YPL248C	gene	?	YPL248C	GAL4	GAL4,GAL81,galactose-responsive transcription factor GAL4	chromosome 16		16	79710	82355	C				DNA-binding transcription factor required for activating GAL genes; responds to galactose; repressed by Gal80p and activated by Gal3p
YPL247C	gene	?	YPL247C	YPL247C		chromosome 16		16	82624	84195	C				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest
YPL246C	gene	?	YPL246C	RBD2	RBD2	chromosome 16		16	84508	85296	C				Possible rhomboid protease; has similarity to eukaryotic rhomboid proteases including Pcp1p
YPL245W	gene	?	YPL245W	YPL245W		chromosome 16		16	85585	86949	W				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm
YPL244C	gene	?	YPL244C	HUT1	HUT1	chromosome 16		16	87013	88032	C				Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1, exhibits a genetic interaction with S. cerevisiae ERO1
YPL243W	gene	?	YPL243W	SRP68	SRP68	chromosome 16		16	88516	90315	W				Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress
YPL242C	gene	?	YPL242C	IQG1	IQG1,CYK1	chromosome 16		16	90621	95108	C				Essential protein required for determination of budding pattern; promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family; relocalizes from bud neck to cytoplasm upon DNA replication stress
YPL241C	gene	?	YPL241C	CIN2	CIN2	chromosome 16		16	95371	96257	C				GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; deletion complemented by human GAP, retinitis pigmentosa 2
YPL240C	gene	?	YPL240C	HSP82	HSP82,HSP90,Hsp90 family chaperone HSP82	chromosome 16		16	96495	98624	C				Hsp90 chaperone; redundant in function with Hsc82p; required for pheromone signaling, negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding, nucleotide addition; protein abundance increases in response to DNA replication stress; contains two acid-rich unstructured regions that promote solubility of chaperone-substrate complexes; HSP82 has a paralog, HSC82, that arose from the whole genome duplication
YPL239W	gene	?	YPL239W	YAR1	YAR1	chromosome 16		16	99483	100085	W				Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with free Rps3p in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock
YPL238C	gene	?	YPL238C	YPL238C		chromosome 16		16	100473	100862	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W
YPL237W	gene	?	YPL237W	SUI3	SUI3,translation initiation factor eIF2 subunit beta	chromosome 16		16	100495	101352	W				Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding
YPL236C	gene	?	YPL236C	ENV7	ENV7,putative serine/threonine protein kinase ENV7	chromosome 16		16	101607	102701	C				Vacuolar membrane protein kinase; negatively regulates membrane fusion; associates with vacuolar membrane through palmitoylation of one or more cysteines in consensus sequence; vacuolar membrane association is essential to its kinase activity; mutant shows defect in CPY processing; ortholog of human serine/threonine kinase 16 (STK16)
YPL235W	gene	?	YPL235W	RVB2	RVB2,RuvB family ATP-dependent DNA helicase reptin,TIH2,TIP48,TIP49B	chromosome 16		16	103231	104646	W				ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly
YPL234C	gene	?	YPL234C	VMA11	VMA11,CLS9,H(+)-transporting V0 sector ATPase subunit c',TFP3	chromosome 16		16	104945	105439	C				Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen
YPL233W	gene	?	YPL233W	NSL1	NSL1,MIND complex subunit NSL1	chromosome 16		16	106171	106821	W				Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
YPL232W	gene	?	YPL232W	SSO1	SSO1	chromosome 16		16	107274	108146	W				Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p; SSO1 has a paralog, SSO2, that arose from the whole genome duplication
YPL231W	gene	?	YPL231W	FAS2	FAS2,trifunctional fatty acid synthase subunit FAS2	chromosome 16		16	108651	114314	W				Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities
YPL230W	gene	?	YPL230W	USV1	USV1,NSF1	chromosome 16		16	115218	116486	W				Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis; USV1 has a paralog, RGM1, that arose from the whole genome duplication
YPL229W	gene	?	YPL229W	YPL229W		chromosome 16		16	117066	117686	W				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog, YMR181C, that arose from the whole genome duplication
YPL228W	gene	?	YPL228W	CET1	CET1,CES5	chromosome 16		16	118381	120030	W				RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of the mRNA capping enzyme, which is a heterotetramer composed of a Cet1p homodimer and two molecules of the guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNA pol II pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is a single bifunctional polypeptide; CET1 has a paralog, CTL1, that arose from the whole genome duplication
YPL227C	gene	?	YPL227C	ALG5	ALG5,dolichyl-phosphate beta-glucosyltransferase	chromosome 16		16	120162	121166	C				UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum
YPL226W	gene	?	YPL226W	NEW1	NEW1	chromosome 16		16	121766	125356	W				ATP binding cassette protein; cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction
YPL225W	gene	?	YPL225W	YPL225W		chromosome 16		16	126005	126445	W				Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress
YPL224C	gene	?	YPL224C	MMT2	MMT2,MFT2	chromosome 16		16	126633	128087	C				Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog, MMT1, that arose from the whole genome duplication
YPL223C	gene	?	YPL223C	GRE1	GRE1	chromosome 16		16	128631	129137	C				Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog, SIP18, that arose from the whole genome duplication
YPL222W	gene	?	YPL222W	FMP40	FMP40	chromosome 16		16	130161	132227	W				Putative protein of unknown function; proposed to be involved in responding to environmental stresses; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YPL222C-A	gene	?	YPL222C-A	YPL222C-A		chromosome 16		16	131869	132114	C				Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YPL221W	gene	?	YPL221W	FLC1	FLC1,BOP1,HUF1	chromosome 16		16	133042	135423	W				Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC1 has a paralog, FLC3, that arose from the whole genome duplication
YPL220W	gene	?	YPL220W	RPL1A	RPL1A,L1,L1A,PUB2,SSM1,ribosomal 60S subunit protein L1A	chromosome 16		16	135789	136442	W				Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal
YPL219W	gene	?	YPL219W	PCL8	PCL8	chromosome 16		16	136749	138227	W				Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog, PCL10, that arose from the whole genome duplication
YPL218W	gene	?	YPL218W	SAR1	SAR1,Arf family GTPase SAR1	chromosome 16		16	138697	139408	W				GTPase, GTP-binding protein of the ARF family; component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity helping in vesicle formation
YPL217C	gene	?	YPL217C	BMS1	BMS1,GTPase BMS1	chromosome 16		16	139619	143170	C				GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p
YPL216W	gene	?	YPL216W	YPL216W		chromosome 16		16	143820	147128	W				Putative protein of unknown function; not an essential gene; YPL216W has a paralog, ITC1, that arose from the whole genome duplication
YPL215W	gene	?	YPL215W	CBP3	CBP3	chromosome 16		16	147415	148422	W				Mitochondrial protein required for assembly of cytochrome bc1 complex; forms a complex with Cbp6p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked, downregulating COB mRNA translation
YPL214C	gene	?	YPL214C	THI6	THI6,bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase	chromosome 16		16	148568	150190	C				Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern
YPL213W	gene	?	YPL213W	LEA1	LEA1	chromosome 16		16	150613	151329	W				Component of U2 snRNP complex; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein
YPL212C	gene	?	YPL212C	PUS1	PUS1,pseudouridine synthase PUS1	chromosome 16		16	151514	153148	C				tRNA:pseudouridine synthase; introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; also acts on U2 snRNA; also pseudouridylates some mRNAs, and pseudouridylation level varies with growth phase; nuclear protein that appears to be involved in tRNA export; PUS1 has a paralog, PUS2, that arose from the whole genome duplication
YPL211W	gene	?	YPL211W	NIP7	NIP7	chromosome 16		16	153494	154039	W				Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p
YPL210C	gene	?	YPL210C	SRP72	SRP72	chromosome 16		16	154289	156211	C				Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane
YPL209C	gene	?	YPL209C	IPL1	IPL1,PAC15,aurora kinase	chromosome 16		16	156489	157592	C				Aurora kinase of conserved chromosomal passenger complex; mediates release on mono-oriented kinetochores from microtubules in meiosis I, also release of kinetochores from cluster at SPBs at meiosis exit; helps maintain condensed chromosomes during anaphase, early telophase; required for SPB cohesion and prevention of multipolar spindle formation; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest
YPL208W	gene	?	YPL208W	RKM1	RKM1	chromosome 16		16	157841	159592	W				SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and monomethyllysine residues on L18 (Rps18Ap and Rps18Bp)
YPL207W	gene	?	YPL207W	TYW1	TYW1	chromosome 16		16	159908	162340	W				Iron-sulfer protein required for synthesis of Wybutosine modified tRNA; Wybutosine is a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions; induction by Yap5p in response to iron provides protection from high iron toxicity; overexpression results in increased cellular iron
YPL206C	gene	?	YPL206C	PGC1	PGC1	chromosome 16		16	162631	163596	C				Phosphatidyl Glycerol phospholipase C; regulates the phosphatidylglycerol (PG) content via a phospholipase C-type degradation mechanism; contains glycerophosphodiester phosphodiesterase motifs
YPL205C	gene	?	YPL205C	YPL205C		chromosome 16		16	163921	164265	C				Hypothetical protein; deletion of locus affects telomere length
YPL204W	gene	?	YPL204W	HRR25	HRR25,KTI14,serine/threonine protein kinase HRR25	chromosome 16		16	164275	165759	W				Protein kinase; involved in regulating diverse events including vesicular trafficking, DNA repair, and chromosome segregation; binds the CTD of RNA pol II; phosphorylates the COPII coat; phosphorylates Tif6p which plays a critical role in 60S ribosomal subunit biogenesis; interacts with Sit4p phosphatase; homolog of mammalian casein kinase 1delta (CK1delta)
YPL203W	gene	?	YPL203W	TPK2	TPK2,PKA2,PKA3,YKR1,cAMP-dependent protein kinase catalytic subunit TPK2	chromosome 16		16	166255	167397	W				cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia
YPL202C	gene	?	YPL202C	AFT2	AFT2	chromosome 16		16	168087	169337	C				Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog, AFT1, that arose from the whole genome duplication
YPL201C	gene	?	YPL201C	YIG1	YIG1	chromosome 16		16	169769	171154	C				Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol
YPL200W	gene	?	YPL200W	CSM4	CSM4	chromosome 16		16	171483	171953	W				Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog, MPS2, that arose from the whole genome duplication
YPL199C	gene	?	YPL199C	YPL199C		chromosome 16		16	172032	172754	C				Putative protein of unknown function; predicted to be palmitoylated
YPL198W	gene	?	YPL198W	RPL7B	RPL7B,L30,L6B,L7B,YL8,ribosomal 60S subunit protein L7B,rp11	chromosome 16		16	173151	174701	W				Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication
snR59	snoRNA_gene	?	snR59	SNR59	SNR59	chromosome 16		16	173826	173903	W				C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at position A807
YPL197C	gene	?	YPL197C	YPL197C		chromosome 16		16	174342	174755	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the ribosomal gene RPB7B
YPL196W	gene	?	YPL196W	OXR1	OXR1	chromosome 16		16	175042	175863	W				Protein of unknown function required for oxidative damage resistance; required for normal levels of resistance to oxidative damage; null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes
YPL195W	gene	?	YPL195W	APL5	APL5,YKS4	chromosome 16		16	176222	179020	W				Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3
YPL194W	gene	?	YPL194W	DDC1	DDC1	chromosome 16		16	179276	181114	W				DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response, required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress
YPL193W	gene	?	YPL193W	RSA1	RSA1	chromosome 16		16	181402	182547	W				Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly
YPL192C	gene	?	YPL192C	PRM3	PRM3,pheromone-regulated protein PRM3	chromosome 16		16	182654	183055	C				Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; localizes to the outer face of the nuclear membrane; interacts with Kar5p at the spindle pole body
YPL191C	gene	?	YPL191C	YPL191C		chromosome 16		16	183596	184678	C				Putative protein of unknown function; diploid deletion strain exhibits high budding index; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL191C has a paralog, YGL082W, that arose from the whole genome duplication
YPL190C	gene	?	YPL190C	NAB3	NAB3,HMD1	chromosome 16		16	185316	187724	C				RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; required for termination of non-poly(A) transcripts and efficient splicing; Nrd1-Nab3 pathway appears to have a role in rapid suppression of some genes when cells are shifted to poor growth conditions, indicating role for Nrd1-Nab3 in regulating cellular response to nutrient availability
YPL189C-A	gene	?	YPL189C-A	COA2	COA2	chromosome 16		16	188306	188512	C				Cytochrome oxidase assembly factor; null mutation results in respiratory deficiency with specific loss of cytochrome oxidase activity; functions downstream of assembly factors Mss51p and Coa1p and interacts with assembly factor Shy1p
YPL189W	gene	?	YPL189W	GUP2	GUP2	chromosome 16		16	189153	190982	W				Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; GUP2 has a paralog, GUP1, that arose from the whole genome duplication
YPL188W	gene	?	YPL188W	POS5	POS5	chromosome 16		16	191405	192649	W				Mitochondrial NADH kinase; phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress
YPL187W	gene	?	YPL187W	MF(ALPHA)1	MF(ALPHA)1	chromosome 16		16	193647	194144	W				Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)2, although MF(ALPHA)1 produces most alpha-factor; MF(ALPHA)1 has a paralog, MF(ALPHA)2, that arose from the whole genome duplication
YPL186C	gene	?	YPL186C	UIP4	UIP4	chromosome 16		16	194511	195425	C				Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope
YPL185W	gene	?	YPL185W	YPL185W		chromosome 16		16	195252	195647	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene UIP4/YPL186C
YPL184C	gene	?	YPL184C	MRN1	MRN1,PTR69	chromosome 16		16	195949	197787	C				RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors, linking chromatin state, splicing and as a result mRNA maturation
YPL183W-A	gene	?	YPL183W-A	RTC6	RTC6,GON5,TAE4,putative mitochondrial 54S ribosomal protein RTC6	chromosome 16		16	199094	199375	W				Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress
YPL183C	gene	?	YPL183C	RTT10	RTT10,ERE2,TRM734	chromosome 16		16	199494	202535	C				WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6
YPL182C	gene	?	YPL182C	YPL182C		chromosome 16		16	203305	203688	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CTI6/YPL181W
YPL181W	gene	?	YPL181W	CTI6	CTI6,RXT1	chromosome 16		16	203420	204940	W				Component of the Rpd3L histone deacetylase complex; relieves transcriptional repression by binding to the Cyc8p-Tup1p corepressor and recruiting the SAGA complex to the repressed promoter; contains a PHD finger domain
YPL180W	gene	?	YPL180W	TCO89	TCO89	chromosome 16		16	205247	207646	W				Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin
